Subscription_ID,Customer_ID,Plan,Monthly_Fee,Contract_Type,Support_Tier,Start_Date
SUB00433,CUST00433,Family,1499,Annual,15,2025-02-21
SUB00434,CUST00434,Premium,1199,Monthly,10,2026-01-29
SUB00435,CUST00435,Family,1499,Monthly,15,2025-03-10
SUB00436,CUST00436,Basic,499,Monthly,2,2025-06-07
SUB00437,CUST00437,Premium,1199,Monthly,10,2025-05-25
SUB00438,CUST00438,Basic,499,Annual,2,2025-05-31
SUB00439,CUST00439,Family,1499,Monthly,15,2026-01-02
SUB00440,CUST00440,Basic,499,Monthly,2,2025-09-23
SUB00441,CUST00441,Family,1499,Monthly,15,2025-01-24
SUB00442,CUST00442,Premium,1199,Monthly,10,2024-11-08
SUB00443,CUST00443,Basic,499,Annual,2,2024-11-20
SUB00444,CUST00444,Family,1499,Monthly,15,2024-10-06
SUB00445,CUST00445,Family,1499,Monthly,15,2024-01-20
SUB00446,CUST00446,Premium,1199,Monthly,10,2025-08-02
SUB00447,CUST00447,Family,1499,Monthly,15,2025-03-21
SUB00448,CUST00448,Basic,499,Monthly,2,2025-12-04
SUB00449,CUST00449,Basic,499,Monthly,2,2025-04-20
SUB00450,CUST00450,Basic,499,Annual,2,2024-09-21
SUB00451,CUST00451,Premium,1199,Monthly,10,2024-05-23
SUB00452,CUST00452,Standard,799,Monthly,5,2026-04-05
SUB00453,CUST00453,Premium,1199,Annual,10,2024-11-20
SUB00454,CUST00454,Basic,499,Annual,2,2025-02-01
SUB00455,CUST00455,Standard,799,Quarterly,5,2025-02-26
SUB00456,CUST00456,Family,1499,Monthly,15,2024-07-07
SUB00457,CUST00457,Family,1499,Annual,15,2025-08-31
SUB00458,CUST00458,Basic,499,Annual,2,2025-02-06
SUB00459,CUST00459,Family,1499,Monthly,15,2024-01-15
SUB00460,CUST00460,Family,1499,Monthly,15,2024-08-29
SUB00461,CUST00461,Basic,499,Monthly,2,2025-12-26
SUB00462,CUST00462,Basic,499,Monthly,2,2024-08-28
SUB00463,CUST00463,Standard,799,Monthly,5,2025-02-08
SUB00464,CUST00464,Standard,799,Monthly,5,2024-05-25
SUB00465,CUST00465,Family,1499,Annual,15,2024-10-16
SUB00466,CUST00466,Basic,499,Annual,2,2024-09-23
SUB00467,CUST00467,Standard,799,Quarterly,5,2024-07-27
SUB00468,CUST00468,Premium,1199,Quarterly,10,2024-01-30
SUB00469,CUST00469,Premium,1199,Monthly,10,2024-10-18
SUB00470,CUST00470,Family,1499,Monthly,15,2025-01-02
SUB00471,CUST00471,Family,1499,Quarterly,15,2025-10-07
SUB00472,CUST00472,Basic,499,Monthly,2,2024-10-29
SUB00473,CUST00473,Basic,499,Quarterly,2,2024-12-29
SUB00474,CUST00474,Family,1499,Quarterly,15,2025-02-08
SUB00475,CUST00475,Standard,799,Monthly,5,2025-05-07
SUB00476,CUST00476,Basic,499,Annual,2,2026-01-26
SUB00477,CUST00477,Family,1499,Monthly,15,2026-01-18
SUB00478,CUST00478,Premium,1199,Quarterly,10,2025-04-04
SUB00479,CUST00479,Family,1499,Annual,15,2026-01-10
SUB00480,CUST00480,Family,1499,Monthly,15,2025-05-09
SUB00481,CUST00481,Family,1499,Monthly,15,2024-06-27
SUB00482,CUST00482,Basic,499,Quarterly,2,2026-02-26
SUB00483,CUST00483,Standard,799,Annual,5,2024-02-12
SUB00484,CUST00484,Premium,1199,Monthly,10,2024-12-15
SUB00485,CUST00485,Basic,499,Monthly,2,2025-02-27
SUB00486,CUST00486,Basic,499,Monthly,2,2024-12-12
SUB00487,CUST00487,Family,1499,Monthly,15,2025-10-08
SUB00488,CUST00488,Family,1499,Monthly,15,2024-12-18
SUB00489,CUST00489,Premium,1199,Monthly,10,2026-04-11
SUB00490,CUST00490,Standard,799,Monthly,5,2026-01-12
SUB00491,CUST00491,Basic,499,Annual,2,2024-09-04
SUB00492,CUST00492,Premium,1199,Monthly,10,2025-08-18
SUB00493,CUST00493,Standard,799,Annual,5,2025-06-16
SUB00494,CUST00494,Family,1499,Quarterly,15,2024-09-27
SUB00495,CUST00495,Basic,499,Quarterly,2,2025-04-11
SUB00496,CUST00496,Premium,1199,Monthly,10,2024-07-06
SUB00497,CUST00497,Standard,799,Monthly,5,2026-03-11
SUB00498,CUST00498,Family,1499,Monthly,15,2024-06-01
SUB00499,CUST00499,Standard,799,Annual,5,2025-07-28
SUB00500,CUST00500,Family,1499,Monthly,15,2024-07-03
SUB00501,CUST00501,Basic,499,Monthly,2,2024-03-01
SUB00502,CUST00502,Family,1499,Monthly,15,2024-02-23
SUB00503,CUST00503,Basic,499,Monthly,2,2024-10-02
SUB00504,CUST00504,Family,1499,Monthly,15,2026-02-20
SUB00505,CUST00505,Basic,499,Annual,2,2025-07-04
SUB00506,CUST00506,Premium,1199,Monthly,10,2024-02-16
SUB00507,CUST00507,Premium,1199,Monthly,10,2025-11-29
SUB00508,CUST00508,Basic,499,Annual,2,2026-02-19
SUB00509,CUST00509,Family,1499,Monthly,15,2025-01-31
SUB00510,CUST00510,Premium,1199,Annual,10,2025-11-27
SUB00511,CUST00511,Basic,499,Annual,2,2025-09-12
SUB00512,CUST00512,Family,1499,Monthly,15,2024-01-24
SUB00513,CUST00513,Family,1499,Monthly,15,2025-03-18
SUB00514,CUST00514,Basic,499,Monthly,2,2024-10-11
SUB00515,CUST00515,Premium,1199,Monthly,10,2025-05-06
SUB00516,CUST00516,Family,1499,Annual,15,2024-02-25
SUB00517,CUST00517,Basic,499,Monthly,2,2025-10-03
SUB00518,CUST00518,Family,1499,Monthly,15,2025-09-24
SUB00519,CUST00519,Standard,799,Monthly,5,2025-10-28
SUB00520,CUST00520,Premium,1199,Monthly,10,2025-08-09
SUB00521,CUST00521,Premium,1199,Monthly,10,2024-05-30
SUB00522,CUST00522,Premium,1199,Monthly,10,2024-08-31
SUB00523,CUST00523,Premium,1199,Annual,10,2024-12-15
SUB00524,CUST00524,Standard,799,Monthly,5,2024-03-16
SUB00525,CUST00525,Family,1499,Quarterly,15,2024-06-29
SUB00526,CUST00526,Family,1499,Annual,15,2025-06-29
SUB00527,CUST00527,Family,1499,Annual,15,2026-03-20
SUB00528,CUST00528,Family,1499,Monthly,15,2024-07-02
SUB00529,CUST00529,Family,1499,Monthly,15,2024-07-31
SUB00530,CUST00530,Basic,499,Monthly,2,2025-01-18
SUB00531,CUST00531,Family,1499,Monthly,15,2025-08-20
SUB00532,CUST00532,Premium,1199,Annual,10,2024-07-02
SUB00533,CUST00533,Basic,499,Annual,2,2024-07-14
SUB00534,CUST00534,Premium,1199,Annual,10,2025-06-12
SUB00535,CUST00535,Premium,1199,Monthly,10,2024-11-08
SUB00536,CUST00536,Premium,1199,Quarterly,10,2025-07-01
SUB00537,CUST00537,Family,1499,Monthly,15,2024-08-26
SUB00538,CUST00538,Standard,799,Monthly,5,2024-11-30
SUB00539,CUST00539,Premium,1199,Quarterly,10,2025-03-18
SUB00540,CUST00540,Premium,1199,Quarterly,10,2025-04-16
SUB00541,CUST00541,Standard,799,Monthly,5,2024-04-07
SUB00542,CUST00542,Basic,499,Annual,2,2025-05-20
SUB00543,CUST00543,Standard,799,Monthly,5,2026-02-06
SUB00544,CUST00544,Standard,799,Monthly,5,2025-12-31
SUB00545,CUST00545,Basic,499,Quarterly,2,2024-10-28
SUB00546,CUST00546,Standard,799,Monthly,5,2025-09-04
SUB00547,CUST00547,Basic,499,Annual,2,2024-12-11
SUB00548,CUST00548,Family,1499,Quarterly,15,2024-04-18
SUB00549,CUST00549,Standard,799,Monthly,5,2024-11-04
SUB00550,CUST00550,Family,1499,Monthly,15,2025-11-13
SUB00551,CUST00551,Family,1499,Annual,15,2024-01-22
SUB00552,CUST00552,Premium,1199,Annual,10,2024-10-11
SUB00553,CUST00553,Standard,799,Annual,5,2024-03-07
SUB00554,CUST00554,Premium,1199,Monthly,10,2024-07-21
SUB00555,CUST00555,Family,1499,Monthly,15,2026-03-11
SUB00556,CUST00556,Family,1499,Annual,15,2026-02-17
SUB00557,CUST00557,Basic,499,Annual,2,2025-04-25
SUB00558,CUST00558,Family,1499,Quarterly,15,2024-07-17
SUB00559,CUST00559,Basic,499,Quarterly,2,2025-08-15
SUB00560,CUST00560,Basic,499,Monthly,2,2025-12-16
SUB00561,CUST00561,Standard,799,Quarterly,5,2026-01-20
SUB00562,CUST00562,Family,1499,Quarterly,15,2026-04-08
SUB00563,CUST00563,Premium,1199,Monthly,10,2024-03-28
SUB00564,CUST00564,Premium,1199,Annual,10,2024-04-09
SUB00565,CUST00565,Standard,799,Monthly,5,2024-12-04
SUB00566,CUST00566,Standard,799,Monthly,5,2025-01-12
SUB00567,CUST00567,Family,1499,Monthly,15,2024-02-16
SUB00568,CUST00568,Premium,1199,Quarterly,10,2025-03-14
SUB00569,CUST00569,Basic,499,Monthly,2,2024-09-03
SUB00570,CUST00570,Family,1499,Annual,15,2025-01-27
SUB00571,CUST00571,Premium,1199,Monthly,10,2024-12-14
SUB00572,CUST00572,Basic,499,Monthly,2,2025-03-09
SUB00573,CUST00573,Premium,1199,Monthly,10,2024-05-29
SUB00574,CUST00574,Family,1499,Quarterly,15,2026-01-20
SUB00575,CUST00575,Premium,1199,Monthly,10,2025-04-29
SUB00576,CUST00576,Family,1499,Quarterly,15,2024-05-14
SUB00577,CUST00577,Basic,499,Monthly,2,2026-03-15
SUB00578,CUST00578,Basic,499,Monthly,2,2024-06-01
SUB00579,CUST00579,Family,1499,Monthly,15,2026-03-05
SUB00580,CUST00580,Standard,799,Monthly,5,2024-05-02
SUB00581,CUST00581,Family,1499,Monthly,15,2025-12-11
SUB00582,CUST00582,Family,1499,Annual,15,2024-04-11
SUB00583,CUST00583,Premium,1199,Monthly,10,2025-12-12
SUB00584,CUST00584,Basic,499,Monthly,2,2024-03-30
SUB00585,CUST00585,Standard,799,Quarterly,5,2025-06-15
SUB00586,CUST00586,Family,1499,Monthly,15,2025-07-17
SUB00587,CUST00587,Premium,1199,Quarterly,10,2025-07-02
SUB00588,CUST00588,Family,1499,Annual,15,2024-05-29
SUB00589,CUST00589,Premium,1199,Annual,10,2024-02-19
SUB00590,CUST00590,Family,1499,Monthly,15,2026-03-07
SUB00591,CUST00591,Basic,499,Annual,2,2024-10-09
SUB00592,CUST00592,Family,1499,Monthly,15,2026-01-18
SUB00593,CUST00593,Standard,799,Monthly,5,2025-09-13
SUB00594,CUST00594,Premium,1199,Annual,10,2025-05-22
SUB00595,CUST00595,Premium,1199,Monthly,10,2025-05-14
SUB00596,CUST00596,Basic,499,Monthly,2,2026-01-09
SUB00597,CUST00597,Premium,1199,Monthly,10,2025-02-24
SUB00598,CUST00598,Basic,499,Annual,2,2025-01-08
SUB00599,CUST00599,Standard,799,Quarterly,5,2025-02-08
SUB00600,CUST00600,Basic,499,Monthly,2,2026-04-25
SUB00601,CUST00601,Family,1499,Monthly,15,2025-11-25
SUB00602,CUST00602,Basic,499,Annual,2,2026-01-16
SUB00603,CUST00603,Standard,799,Monthly,5,2025-05-29
SUB00604,CUST00604,Standard,799,Monthly,5,2024-04-03
SUB00605,CUST00605,Basic,499,Monthly,2,2025-06-06
SUB00606,CUST00606,Basic,499,Monthly,2,2024-09-09
SUB00607,CUST00607,Standard,799,Monthly,5,2025-04-28
SUB00608,CUST00608,Premium,1199,Monthly,10,2024-04-24
SUB00609,CUST00609,Basic,499,Quarterly,2,2024-03-30
SUB00610,CUST00610,Premium,1199,Annual,10,2024-02-14
SUB00611,CUST00611,Family,1499,Quarterly,15,2024-02-16
SUB00612,CUST00612,Premium,1199,Monthly,10,2025-08-08
SUB00613,CUST00613,Standard,799,Monthly,5,2025-07-19
SUB00614,CUST00614,Basic,499,Monthly,2,2024-10-03
SUB00615,CUST00615,Family,1499,Annual,15,2024-03-26
SUB00616,CUST00616,Standard,799,Annual,5,2024-04-18
SUB00617,CUST00617,Standard,799,Quarterly,5,2025-04-15
SUB00618,CUST00618,Basic,499,Quarterly,2,2025-02-16
SUB00619,CUST00619,Basic,499,Monthly,2,2026-03-22
SUB00620,CUST00620,Basic,499,Monthly,2,2024-11-10
SUB00621,CUST00621,Family,1499,Monthly,15,2024-02-15
SUB00622,CUST00622,Standard,799,Annual,5,2025-03-13
SUB00623,CUST00623,Premium,1199,Quarterly,10,2024-02-14
SUB00624,CUST00624,Basic,499,Quarterly,2,2024-05-31
SUB00625,CUST00625,Family,1499,Monthly,15,2026-03-23
SUB00626,CUST00626,Basic,499,Monthly,2,2025-01-28
SUB00627,CUST00627,Basic,499,Annual,2,2025-01-06
SUB00628,CUST00628,Basic,499,Quarterly,2,2024-01-27
SUB00629,CUST00629,Family,1499,Annual,15,2025-12-16
SUB00630,CUST00630,Standard,799,Monthly,5,2026-04-29
SUB00631,CUST00631,Basic,499,Annual,2,2025-09-25
SUB00632,CUST00632,Premium,1199,Monthly,10,2025-07-08
SUB00633,CUST00633,Family,1499,Monthly,15,2024-10-02
SUB00634,CUST00634,Family,1499,Annual,15,2026-01-13
SUB00635,CUST00635,Basic,499,Annual,2,2024-02-08
SUB00636,CUST00636,Premium,1199,Quarterly,10,2025-04-03
SUB00637,CUST00637,Basic,499,Monthly,2,2026-02-23
SUB00638,CUST00638,Basic,499,Monthly,2,2024-10-13
SUB00639,CUST00639,Family,1499,Monthly,15,2024-09-19
SUB00640,CUST00640,Premium,1199,Monthly,10,2025-09-26
SUB00641,CUST00641,Basic,499,Monthly,2,2025-11-29
SUB00642,CUST00642,Family,1499,Annual,15,2024-06-11
SUB00643,CUST00643,Basic,499,Monthly,2,2024-12-16
SUB00644,CUST00644,Premium,1199,Quarterly,10,2024-01-24
SUB00645,CUST00645,Standard,799,Monthly,5,2024-04-04
SUB00646,CUST00646,Standard,799,Annual,5,2024-11-27
SUB00647,CUST00647,Standard,799,Monthly,5,2025-12-14
SUB00648,CUST00648,Family,1499,Monthly,15,2025-05-29
SUB00649,CUST00649,Family,1499,Monthly,15,2024-06-30
SUB00650,CUST00650,Family,1499,Monthly,15,2025-09-23
SUB00651,CUST00651,Basic,499,Annual,2,2024-12-25
SUB00652,CUST00652,Standard,799,Quarterly,5,2024-11-21
SUB00653,CUST00653,Basic,499,Monthly,2,2025-07-20
SUB00654,CUST00654,Premium,1199,Monthly,10,2025-08-08
SUB00655,CUST00655,Basic,499,Monthly,2,2025-07-02
SUB00656,CUST00656,Standard,799,Monthly,5,2024-04-23
SUB00657,CUST00657,Family,1499,Monthly,15,2025-02-27
SUB00658,CUST00658,Basic,499,Annual,2,2024-07-03
SUB00659,CUST00659,Standard,799,Monthly,5,2024-01-31
SUB00660,CUST00660,Standard,799,Monthly,5,2025-04-23
SUB00661,CUST00661,Family,1499,Monthly,15,2024-06-18
SUB00662,CUST00662,Basic,499,Annual,2,2025-01-17
SUB00663,CUST00663,Basic,499,Monthly,2,2025-01-15
SUB00664,CUST00664,Basic,499,Quarterly,2,2025-06-23
SUB00665,CUST00665,Basic,499,Quarterly,2,2025-01-27
SUB00666,CUST00666,Basic,499,Monthly,2,2025-04-10
SUB00667,CUST00667,Basic,499,Monthly,2,2026-04-15
SUB00668,CUST00668,Basic,499,Monthly,2,2024-10-03
SUB00669,CUST00669,Premium,1199,Quarterly,10,2024-08-19
SUB00670,CUST00670,Premium,1199,Quarterly,10,2024-12-14
SUB00671,CUST00671,Standard,799,Monthly,5,2024-05-01
SUB00672,CUST00672,Premium,1199,Monthly,10,2024-07-17
SUB00673,CUST00673,Standard,799,Monthly,5,2024-08-12
SUB00674,CUST00674,Family,1499,Monthly,15,2025-09-27
SUB00675,CUST00675,Premium,1199,Quarterly,10,2024-06-24
SUB00676,CUST00676,Basic,499,Quarterly,2,2024-01-22
SUB00677,CUST00677,Premium,1199,Monthly,10,2026-02-12
SUB00678,CUST00678,Premium,1199,Quarterly,10,2024-09-16
SUB00679,CUST00679,Family,1499,Quarterly,15,2025-03-17
SUB00680,CUST00680,Premium,1199,Monthly,10,2024-05-05
SUB00681,CUST00681,Family,1499,Monthly,15,2025-05-13
SUB00682,CUST00682,Basic,499,Quarterly,2,2024-12-24
SUB00683,CUST00683,Standard,799,Quarterly,5,2025-02-12
SUB00684,CUST00684,Family,1499,Monthly,15,2025-06-23
SUB00685,CUST00685,Basic,499,Annual,2,2025-04-17
SUB00686,CUST00686,Premium,1199,Quarterly,10,2024-10-03
SUB00687,CUST00687,Basic,499,Monthly,2,2024-11-14
SUB00688,CUST00688,Family,1499,Monthly,15,2024-09-10
SUB00689,CUST00689,Family,1499,Annual,15,2025-05-10
SUB00690,CUST00690,Family,1499,Monthly,15,2025-01-30
SUB00691,CUST00691,Basic,499,Quarterly,2,2025-07-31
SUB00692,CUST00692,Premium,1199,Quarterly,10,2025-02-03
SUB00693,CUST00693,Standard,799,Quarterly,5,2025-11-05
SUB00694,CUST00694,Standard,799,Quarterly,5,2025-05-02
SUB00695,CUST00695,Standard,799,Monthly,5,2024-08-18
SUB00696,CUST00696,Basic,499,Monthly,2,2024-02-04
SUB00697,CUST00697,Premium,1199,Quarterly,10,2024-07-31
SUB00698,CUST00698,Basic,499,Monthly,2,2025-05-25
SUB00699,CUST00699,Basic,499,Monthly,2,2025-12-21
SUB00700,CUST00700,Premium,1199,Monthly,10,2025-10-30
SUB00701,CUST00701,Family,1499,Annual,15,2024-12-20
SUB00702,CUST00702,Basic,499,Monthly,2,2025-12-01
SUB00703,CUST00703,Premium,1199,Monthly,10,2024-04-30
SUB00704,CUST00704,Basic,499,Annual,2,2026-02-04
SUB00705,CUST00705,Premium,1199,Monthly,10,2024-10-16
SUB00706,CUST00706,Family,1499,Quarterly,15,2025-11-03
SUB00707,CUST00707,Basic,499,Monthly,2,2024-09-07
SUB00708,CUST00708,Premium,1199,Quarterly,10,2024-03-21
SUB00709,CUST00709,Family,1499,Monthly,15,2024-11-03
SUB00710,CUST00710,Family,1499,Monthly,15,2024-02-15
SUB00711,CUST00711,Basic,499,Annual,2,2024-12-15
SUB00712,CUST00712,Basic,499,Quarterly,2,2026-02-28
SUB00713,CUST00713,Family,1499,Monthly,15,2025-11-07
SUB00714,CUST00714,Basic,499,Quarterly,2,2025-05-06
SUB00715,CUST00715,Basic,499,Monthly,2,2025-09-24
SUB00716,CUST00716,Premium,1199,Annual,10,2024-02-12
SUB00717,CUST00717,Family,1499,Annual,15,2024-11-29
SUB00718,CUST00718,Standard,799,Monthly,5,2025-09-15
SUB00719,CUST00719,Basic,499,Annual,2,2024-08-17
SUB00720,CUST00720,Premium,1199,Quarterly,10,2026-03-29
SUB00721,CUST00721,Premium,1199,Quarterly,10,2025-01-05
SUB00722,CUST00722,Standard,799,Annual,5,2025-03-07
SUB00723,CUST00723,Standard,799,Quarterly,5,2025-02-01
SUB00724,CUST00724,Basic,499,Monthly,2,2025-01-23
SUB00725,CUST00725,Premium,1199,Monthly,10,2025-07-31
SUB00726,CUST00726,Premium,1199,Quarterly,10,2024-02-12
SUB00727,CUST00727,Basic,499,Quarterly,2,2024-05-24
SUB00728,CUST00728,Standard,799,Annual,5,2025-03-31
SUB00729,CUST00729,Standard,799,Annual,5,2024-11-18
SUB00730,CUST00730,Standard,799,Monthly,5,2025-03-20
SUB00731,CUST00731,Family,1499,Monthly,15,2025-05-16
SUB00732,CUST00732,Basic,499,Monthly,2,2025-03-05
SUB00733,CUST00733,Family,1499,Quarterly,15,2025-12-14
SUB00734,CUST00734,Family,1499,Quarterly,15,2025-03-11
SUB00735,CUST00735,Standard,799,Monthly,5,2024-12-07
SUB00736,CUST00736,Basic,499,Monthly,2,2024-12-05
SUB00737,CUST00737,Premium,1199,Quarterly,10,2024-01-25
SUB00738,CUST00738,Standard,799,Annual,5,2024-06-04
SUB00739,CUST00739,Family,1499,Quarterly,15,2025-01-20
SUB00740,CUST00740,Family,1499,Quarterly,15,2024-01-26
SUB00741,CUST00741,Basic,499,Annual,2,2025-09-23
SUB00742,CUST00742,Family,1499,Monthly,15,2025-02-20
SUB00743,CUST00743,Standard,799,Annual,5,2024-04-17
SUB00744,CUST00744,Standard,799,Monthly,5,2024-10-04
SUB00745,CUST00745,Family,1499,Monthly,15,2024-08-03
SUB00746,CUST00746,Premium,1199,Monthly,10,2024-07-23
SUB00747,CUST00747,Premium,1199,Annual,10,2024-12-19
SUB00748,CUST00748,Standard,799,Monthly,5,2026-03-01
SUB00749,CUST00749,Family,1499,Annual,15,2026-04-02
SUB00750,CUST00750,Family,1499,Monthly,15,2024-11-30
SUB00751,CUST00751,Standard,799,Annual,5,2024-11-15
SUB00752,CUST00752,Family,1499,Monthly,15,2026-01-15
SUB00753,CUST00753,Premium,1199,Quarterly,10,2025-05-29
SUB00754,CUST00754,Basic,499,Monthly,2,2024-06-05
SUB00755,CUST00755,Premium,1199,Annual,10,2025-10-14
SUB00756,CUST00756,Basic,499,Monthly,2,2025-06-12
SUB00757,CUST00757,Standard,799,Quarterly,5,2025-09-15
SUB00758,CUST00758,Standard,799,Quarterly,5,2025-08-02
SUB00759,CUST00759,Basic,499,Monthly,2,2025-11-28
SUB00760,CUST00760,Basic,499,Monthly,2,2024-10-29
SUB00761,CUST00761,Basic,499,Annual,2,2026-03-01
SUB00762,CUST00762,Standard,799,Monthly,5,2025-05-30
SUB00763,CUST00763,Standard,799,Monthly,5,2024-11-26
SUB00764,CUST00764,Family,1499,Quarterly,15,2026-02-09
SUB00765,CUST00765,Family,1499,Annual,15,2024-02-11
SUB00766,CUST00766,Standard,799,Annual,5,2024-12-07
SUB00767,CUST00767,Premium,1199,Monthly,10,2025-03-23
SUB00768,CUST00768,Family,1499,Quarterly,15,2025-04-27
SUB00769,CUST00769,Standard,799,Annual,5,2025-06-30
SUB00770,CUST00770,Premium,1199,Monthly,10,2024-05-21
SUB00771,CUST00771,Family,1499,Monthly,15,2025-03-11
SUB00772,CUST00772,Basic,499,Monthly,2,2025-04-21
SUB00773,CUST00773,Basic,499,Monthly,2,2024-01-12
SUB00774,CUST00774,Family,1499,Annual,15,2025-07-01
SUB00775,CUST00775,Premium,1199,Annual,10,2025-12-03
SUB00776,CUST00776,Premium,1199,Quarterly,10,2024-10-31
SUB00777,CUST00777,Family,1499,Monthly,15,2025-01-16
SUB00778,CUST00778,Premium,1199,Quarterly,10,2025-03-19
SUB00779,CUST00779,Basic,499,Annual,2,2024-10-18
SUB00780,CUST00780,Family,1499,Quarterly,15,2025-09-18
SUB00781,CUST00781,Family,1499,Monthly,15,2025-04-18
SUB00782,CUST00782,Basic,499,Monthly,2,2024-11-07
SUB00783,CUST00783,Family,1499,Annual,15,2025-08-01
SUB00784,CUST00784,Premium,1199,Annual,10,2024-12-26
SUB00785,CUST00785,Family,1499,Quarterly,15,2026-04-29
SUB00786,CUST00786,Basic,499,Quarterly,2,2025-10-13
SUB00787,CUST00787,Standard,799,Annual,5,2024-04-03
SUB00788,CUST00788,Premium,1199,Annual,10,2025-03-30
SUB00789,CUST00789,Family,1499,Monthly,15,2026-01-02
SUB00790,CUST00790,Family,1499,Quarterly,15,2026-02-15
SUB00791,CUST00791,Family,1499,Monthly,15,2026-02-09
SUB00792,CUST00792,Premium,1199,Quarterly,10,2025-06-18
SUB00793,CUST00793,Standard,799,Quarterly,5,2024-10-26
SUB00794,CUST00794,Basic,499,Monthly,2,2025-05-08
SUB00795,CUST00795,Premium,1199,Monthly,10,2024-06-02
SUB00796,CUST00796,Basic,499,Annual,2,2024-07-26
SUB00797,CUST00797,Family,1499,Monthly,15,2026-03-27
SUB00798,CUST00798,Premium,1199,Monthly,10,2024-04-03
SUB00799,CUST00799,Family,1499,Monthly,15,2024-11-22
SUB00800,CUST00800,Basic,499,Quarterly,2,2024-11-03
SUB00801,CUST00801,Family,1499,Monthly,15,2024-11-12
SUB00802,CUST00802,Standard,799,Annual,5,2024-12-16
SUB00803,CUST00803,Premium,1199,Monthly,10,2024-11-29
SUB00804,CUST00804,Premium,1199,Monthly,10,2024-02-26
SUB00805,CUST00805,Family,1499,Monthly,15,2024-10-28
SUB00806,CUST00806,Family,1499,Annual,15,2024-03-17
SUB00807,CUST00807,Standard,799,Annual,5,2024-05-17
SUB00808,CUST00808,Premium,1199,Annual,10,2025-12-07
SUB00809,CUST00809,Basic,499,Monthly,2,2024-07-22
SUB00810,CUST00810,Premium,1199,Quarterly,10,2024-02-02
SUB00811,CUST00811,Premium,1199,Monthly,10,2024-06-04
SUB00812,CUST00812,Basic,499,Monthly,2,2025-08-11
SUB00813,CUST00813,Standard,799,Annual,5,2026-02-27
SUB00814,CUST00814,Premium,1199,Monthly,10,2024-12-01
SUB00815,CUST00815,Standard,799,Monthly,5,2025-01-24
SUB00816,CUST00816,Standard,799,Annual,5,2024-06-28
SUB00817,CUST00817,Family,1499,Annual,15,2024-04-12
SUB00818,CUST00818,Basic,499,Quarterly,2,2025-06-15
SUB00819,CUST00819,Standard,799,Monthly,5,2025-01-08
SUB00820,CUST00820,Family,1499,Monthly,15,2024-01-30
SUB00821,CUST00821,Standard,799,Monthly,5,2025-07-06
SUB00822,CUST00822,Basic,499,Monthly,2,2025-04-20
SUB00823,CUST00823,Standard,799,Quarterly,5,2024-05-08
SUB00824,CUST00824,Premium,1199,Quarterly,10,2024-09-30
SUB00825,CUST00825,Standard,799,Monthly,5,2024-07-11
SUB00826,CUST00826,Premium,1199,Annual,10,2026-02-01
SUB00827,CUST00827,Basic,499,Monthly,2,2026-03-11
SUB00828,CUST00828,Standard,799,Monthly,5,2024-11-10
SUB00829,CUST00829,Premium,1199,Monthly,10,2025-06-22
SUB00830,CUST00830,Standard,799,Monthly,5,2026-02-08
SUB00831,CUST00831,Standard,799,Quarterly,5,2025-06-18
SUB00832,CUST00832,Family,1499,Annual,15,2024-05-23
SUB00833,CUST00833,Premium,1199,Monthly,10,2024-10-09
SUB00834,CUST00834,Standard,799,Monthly,5,2025-11-07
SUB00835,CUST00835,Standard,799,Annual,5,2024-09-18
SUB00836,CUST00836,Premium,1199,Annual,10,2025-03-07
SUB00837,CUST00837,Family,1499,Quarterly,15,2024-04-30
SUB00838,CUST00838,Premium,1199,Annual,10,2024-07-04
SUB00839,CUST00839,Standard,799,Annual,5,2025-10-25
SUB00840,CUST00840,Family,1499,Quarterly,15,2026-01-09
SUB00841,CUST00841,Premium,1199,Monthly,10,2026-04-05
SUB00842,CUST00842,Basic,499,Monthly,2,2026-02-13
SUB00843,CUST00843,Family,1499,Monthly,15,2024-05-29
SUB00844,CUST00844,Family,1499,Annual,15,2025-09-20
SUB00845,CUST00845,Standard,799,Annual,5,2025-10-25
SUB00846,CUST00846,Premium,1199,Quarterly,10,2025-06-15
SUB00847,CUST00847,Basic,499,Annual,2,2024-09-09
SUB00848,CUST00848,Basic,499,Quarterly,2,2025-05-24
SUB00849,CUST00849,Standard,799,Annual,5,2024-01-29
SUB00850,CUST00850,Premium,1199,Quarterly,10,2025-08-23
SUB00851,CUST00851,Basic,499,Monthly,2,2025-10-26
SUB00852,CUST00852,Standard,799,Monthly,5,2025-01-25
SUB00853,CUST00853,Basic,499,Monthly,2,2024-09-23
SUB00854,CUST00854,Basic,499,Monthly,2,2025-11-30
