Ticket_ID,Customer_ID,Ticket_Date,Issue_Type,Priority,Resolution_Days,Satisfaction_Score,Contact_Channel
TKT000383,CUST00484,2026-03-01,Connectivity,Low,4,5.0,App
TKT000384,CUST00490,2026-03-03,Billing,Low,10,2.0,Phone
TKT000385,CUST00493,2025-09-09,Other,Low,2,5.0,App
TKT000386,CUST00493,2025-08-06,Billing,Low,3,4.0,Chat
TKT000387,CUST00495,2025-10-27,Cancellation,Low,4,5.0,Chat
TKT000388,CUST00495,2025-06-20,Technical,Low,6,3.0,Phone
TKT000389,CUST00496,2026-02-22,Technical,Medium,4,5.0,Phone
TKT000390,CUST00498,2026-04-28,Plan Change,Medium,4,3.0,Email
TKT000391,CUST00498,2024-11-27,Other,Low,4,5.0,Phone
TKT000392,CUST00499,2026-04-07,Cancellation,Medium,3,3.0,Email
TKT000393,CUST00499,2026-05-06,Connectivity,High,5,1.0,Phone
TKT000394,CUST00499,2025-11-20,Connectivity,Medium,5,5.0,App
TKT000395,CUST00500,2024-12-07,Connectivity,Low,3,4.0,Email
TKT000396,CUST00500,2024-12-17,Technical,High,6,3.0,Chat
TKT000397,CUST00501,2025-05-07,Technical,Low,3,4.0,Email
TKT000398,CUST00503,2026-05-02,Cancellation,Medium,3,5.0,Chat
TKT000399,CUST00504,2026-04-18,Cancellation,High,8,2.0,Chat
TKT000400,CUST00505,2025-07-14,Billing,High,2,2.0,App
TKT000401,CUST00506,2025-05-13,Connectivity,Medium,2,4.0,Phone
TKT000402,CUST00507,2026-04-05,Cancellation,Low,2,5.0,Chat
TKT000403,CUST00507,2026-05-23,Billing,Medium,4,4.0,Email
TKT000404,CUST00507,2025-12-11,Other,Low,3,5.0,App
TKT000405,CUST00509,2025-06-03,Other,Low,6,5.0,Phone
TKT000406,CUST00511,2025-12-30,Other,Medium,4,5.0,Chat
TKT000407,CUST00511,2025-10-25,Cancellation,Low,2,5.0,Email
TKT000408,CUST00514,2025-06-09,Other,Low,4,4.0,Email
TKT000409,CUST00514,2025-07-03,Connectivity,Low,4,3.0,Phone
TKT000410,CUST00514,2024-12-24,Other,Medium,2,5.0,Email
TKT000411,CUST00520,2025-10-28,Billing,Low,2,4.0,Phone
TKT000412,CUST00520,2026-03-30,Cancellation,High,2,4.0,Phone
TKT000413,CUST00520,2026-01-25,Cancellation,Medium,6,4.0,Chat
TKT000414,CUST00523,2026-02-26,Technical,Low,2,4.0,App
TKT000415,CUST00523,2025-02-06,Plan Change,Low,1,4.0,Email
TKT000416,CUST00523,2025-08-10,Other,Low,4,4.0,Chat
TKT000417,CUST00524,2024-04-25,Connectivity,Low,2,4.0,Chat
TKT000418,CUST00524,2024-11-05,Technical,Medium,1,5.0,Phone
TKT000419,CUST00524,2025-10-14,Connectivity,Low,3,4.0,Email
TKT000420,CUST00525,2025-05-17,Plan Change,Low,5,3.0,Phone
TKT000421,CUST00526,2026-04-09,Technical,Medium,3,3.0,Phone
TKT000422,CUST00531,2026-05-11,Technical,Low,2,4.0,Email
TKT000423,CUST00532,2025-03-02,Billing,Low,3,4.0,Phone
TKT000424,CUST00533,2025-09-12,Cancellation,Medium,1,4.0,Email
TKT000425,CUST00535,2024-12-11,Cancellation,Medium,3,5.0,Chat
TKT000426,CUST00535,2025-04-24,Technical,Medium,1,3.0,App
TKT000427,CUST00535,2025-12-13,Connectivity,High,5,3.0,Email
TKT000428,CUST00536,2025-10-06,Billing,Medium,2,3.0,Chat
TKT000429,CUST00538,2025-07-09,Connectivity,Medium,6,4.0,Phone
TKT000430,CUST00540,2025-11-12,Cancellation,Medium,2,2.0,Chat
TKT000431,CUST00541,2026-04-01,Other,Medium,1,3.0,Chat
TKT000432,CUST00543,2026-05-17,Connectivity,Low,3,3.0,App
TKT000433,CUST00543,2026-04-19,Plan Change,Low,3,3.0,Chat
TKT000434,CUST00545,2026-02-01,Technical,Low,2,3.0,Email
TKT000435,CUST00545,2026-05-06,Connectivity,Low,3,4.0,Email
TKT000436,CUST00546,2025-09-22,Plan Change,Low,4,5.0,Email
TKT000437,CUST00547,2026-02-19,Cancellation,Low,4,3.0,Phone
TKT000438,CUST00549,2025-03-30,Technical,Low,2,4.0,Phone
TKT000439,CUST00551,2024-06-20,Technical,Low,2,4.0,Chat
TKT000440,CUST00552,2025-06-26,Connectivity,Low,3,3.0,Chat
TKT000441,CUST00556,2026-03-31,Plan Change,Low,1,4.0,App
TKT000442,CUST00556,2026-04-04,Plan Change,Medium,2,3.0,App
TKT000443,CUST00557,2025-12-03,Plan Change,High,4,4.0,Phone
TKT000444,CUST00558,2025-10-04,Other,Low,1,3.0,App
TKT000445,CUST00558,2024-08-31,Technical,Medium,4,4.0,Email
TKT000446,CUST00559,2026-05-17,Connectivity,Medium,2,4.0,Chat
TKT000447,CUST00559,2026-03-31,Technical,Medium,3,3.0,App
TKT000448,CUST00559,2026-01-29,Other,Low,3,3.0,Email
TKT000449,CUST00561,2026-06-07,Billing,Low,1,3.0,Chat
TKT000450,CUST00563,2026-02-24,Billing,Low,2,4.0,Phone
TKT000451,CUST00563,2026-05-16,Billing,Medium,2,3.0,Email
TKT000452,CUST00570,2025-03-24,Other,Low,3,4.0,Chat
TKT000453,CUST00570,2026-05-29,Cancellation,Medium,8,5.0,Email
TKT000454,CUST00570,2026-01-01,Technical,Low,3,4.0,App
TKT000455,CUST00571,2025-02-25,Cancellation,Low,7,5.0,App
TKT000456,CUST00572,2025-06-01,Technical,Medium,5,4.0,App
TKT000457,CUST00572,2026-03-02,Plan Change,Low,3,4.0,Phone
TKT000458,CUST00573,2026-03-16,Connectivity,Low,2,4.0,App
TKT000459,CUST00573,2024-08-07,Technical,Low,2,4.0,Chat
TKT000460,CUST00576,2026-05-06,Plan Change,Low,1,3.0,Chat
TKT000461,CUST00577,2026-04-09,Cancellation,Medium,2,4.0,App
TKT000462,CUST00578,2026-05-16,Cancellation,High,3,4.0,App
TKT000463,CUST00584,2026-02-11,Billing,Low,5,4.0,Email
TKT000464,CUST00585,2025-08-14,Other,Medium,2,3.0,Chat
TKT000465,CUST00585,2025-07-13,Connectivity,Low,3,3.0,Chat
TKT000466,CUST00587,2025-09-28,Technical,High,1,2.0,App
TKT000467,CUST00587,2026-01-22,Billing,High,9,1.0,Chat
TKT000468,CUST00587,2025-08-20,Technical,Low,1,4.0,Email
TKT000469,CUST00588,2024-10-12,Connectivity,Low,7,4.0,Phone
TKT000470,CUST00589,2025-10-27,Connectivity,Low,6,5.0,Chat
TKT000471,CUST00591,2025-01-08,Billing,Medium,5,4.0,Email
TKT000472,CUST00592,2026-06-13,Other,Low,6,4.0,Email
TKT000473,CUST00594,2025-11-01,Plan Change,Low,2,3.0,Chat
TKT000474,CUST00601,2026-06-17,Plan Change,Low,1,3.0,Chat
TKT000475,CUST00603,2025-09-14,Connectivity,Low,1,4.0,Chat
TKT000476,CUST00608,2026-02-28,Technical,Low,2,3.0,App
TKT000477,CUST00616,2024-11-22,Cancellation,Medium,3,4.0,App
TKT000478,CUST00623,2025-11-24,Technical,Low,2,5.0,Email
TKT000479,CUST00627,2025-09-08,Connectivity,Medium,7,3.0,App
TKT000480,CUST00628,2024-03-07,Connectivity,Low,2,5.0,Email
TKT000481,CUST00629,2026-02-03,Billing,Medium,2,4.0,Email
TKT000482,CUST00629,2026-05-29,Connectivity,Low,3,3.0,Email
TKT000483,CUST00630,2026-06-02,Connectivity,Medium,3,3.0,App
TKT000484,CUST00631,2026-04-30,Plan Change,Low,3,4.0,Phone
TKT000485,CUST00631,2026-05-10,Connectivity,Low,1,3.0,Email
TKT000486,CUST00633,2024-10-20,Technical,Medium,4,5.0,App
TKT000487,CUST00633,2026-03-08,Connectivity,Low,8,3.0,App
TKT000488,CUST00642,2025-10-13,Other,Low,5,3.0,App
TKT000489,CUST00643,2025-05-24,Other,Low,3,3.0,Email
TKT000490,CUST00643,2026-01-19,Billing,High,3,2.0,Phone
TKT000491,CUST00643,2026-03-11,Plan Change,Low,3,5.0,Chat
TKT000492,CUST00645,2025-10-14,Other,Medium,6,4.0,App
TKT000493,CUST00645,2025-04-12,Other,Medium,2,3.0,Email
TKT000494,CUST00645,2025-11-09,Cancellation,Low,3,5.0,Chat
TKT000495,CUST00646,2025-04-02,Other,Low,9,4.0,Email
TKT000496,CUST00647,2026-03-27,Billing,Low,4,3.0,Phone
TKT000497,CUST00648,2025-08-05,Connectivity,Low,8,3.0,Phone
TKT000498,CUST00649,2024-10-07,Billing,Low,2,4.0,Email
TKT000499,CUST00650,2026-01-19,Connectivity,Medium,3,4.0,App
TKT000500,CUST00650,2025-11-30,Connectivity,Medium,3,4.0,Email
TKT000501,CUST00651,2025-10-01,Technical,Medium,5,5.0,App
TKT000502,CUST00652,2025-01-22,Cancellation,Low,2,3.0,App
TKT000503,CUST00652,2025-05-27,Plan Change,High,9,2.0,Chat
TKT000504,CUST00653,2026-06-11,Other,Low,4,3.0,Email
TKT000505,CUST00656,2025-09-21,Technical,High,2,4.0,Chat
TKT000506,CUST00656,2025-06-07,Billing,Low,1,4.0,Email
TKT000507,CUST00658,2024-12-22,Cancellation,Medium,7,4.0,Email
TKT000508,CUST00659,2025-01-31,Other,Medium,2,4.0,Phone
TKT000509,CUST00660,2025-06-24,Cancellation,Medium,4,4.0,Phone
TKT000510,CUST00661,2026-03-11,Plan Change,Low,2,4.0,Phone
TKT000511,CUST00662,2025-12-02,Other,High,5,4.0,Phone
TKT000512,CUST00663,2025-09-20,Cancellation,Medium,4,5.0,Chat
TKT000513,CUST00663,2025-11-08,Billing,Low,2,4.0,Chat
TKT000514,CUST00664,2025-12-13,Connectivity,Low,1,5.0,App
TKT000515,CUST00665,2025-07-01,Connectivity,Medium,10,3.0,App
TKT000516,CUST00665,2025-02-24,Cancellation,High,9,4.0,Email
TKT000517,CUST00665,2025-07-28,Other,Low,3,4.0,App
TKT000518,CUST00665,2025-03-26,Plan Change,Medium,5,3.0,Phone
TKT000519,CUST00666,2025-10-02,Other,Medium,2,3.0,Chat
TKT000520,CUST00666,2025-07-16,Billing,Low,2,4.0,Phone
TKT000521,CUST00667,2026-05-16,Other,Medium,4,5.0,App
TKT000522,CUST00668,2025-02-15,Cancellation,Low,5,3.0,App
TKT000523,CUST00668,2026-02-26,Technical,Low,1,3.0,App
TKT000524,CUST00670,2025-12-31,Plan Change,High,5,2.0,Chat
TKT000525,CUST00670,2026-02-06,Connectivity,Low,3,4.0,App
TKT000526,CUST00670,2025-06-10,Other,Low,5,2.0,Email
TKT000527,CUST00670,2025-05-23,Plan Change,Medium,6,3.0,Email
TKT000528,CUST00671,2025-08-05,Technical,Low,7,5.0,Email
TKT000529,CUST00671,2026-03-06,Plan Change,Medium,6,3.0,App
TKT000530,CUST00672,2024-09-16,Other,Low,4,5.0,Email
TKT000531,CUST00675,2025-05-12,Other,Low,7,4.0,Phone
TKT000532,CUST00678,2025-06-29,Other,Low,6,4.0,Email
TKT000533,CUST00679,2025-08-09,Other,Low,3,4.0,Phone
TKT000534,CUST00680,2026-04-12,Connectivity,Low,5,3.0,Phone
TKT000535,CUST00680,2026-02-12,Cancellation,Medium,7,5.0,Phone
TKT000536,CUST00681,2026-01-28,Technical,Low,1,3.0,Phone
TKT000537,CUST00681,2026-04-26,Billing,Low,5,3.0,Chat
TKT000538,CUST00683,2025-05-02,Plan Change,Medium,2,3.0,Phone
TKT000539,CUST00685,2026-02-18,Cancellation,Low,3,4.0,Phone
TKT000540,CUST00686,2026-03-20,Other,Medium,4,4.0,Chat
TKT000541,CUST00689,2025-08-02,Other,Low,5,4.0,Chat
TKT000542,CUST00689,2026-04-21,Connectivity,Low,1,3.0,Chat
TKT000543,CUST00691,2026-02-07,Connectivity,Low,4,3.0,App
TKT000544,CUST00693,2025-12-02,Billing,Low,3,3.0,Chat
TKT000545,CUST00694,2025-06-12,Cancellation,Low,4,4.0,Email
TKT000546,CUST00694,2025-06-18,Plan Change,Medium,1,4.0,Email
TKT000547,CUST00694,2025-08-09,Technical,Low,3,4.0,App
TKT000548,CUST00699,2026-06-07,Billing,Low,4,4.0,Email
TKT000549,CUST00699,2026-05-29,Plan Change,High,6,3.0,Phone
TKT000550,CUST00700,2026-05-15,Technical,High,2,4.0,Email
TKT000551,CUST00700,2026-01-08,Plan Change,Low,3,3.0,Email
TKT000552,CUST00701,2025-02-04,Plan Change,Low,3,4.0,Phone
TKT000553,CUST00702,2026-03-30,Cancellation,Low,8,4.0,App
TKT000554,CUST00703,2024-08-12,Cancellation,Low,1,5.0,App
TKT000555,CUST00708,2026-04-12,Connectivity,Low,1,4.0,Chat
TKT000556,CUST00710,2024-03-22,Cancellation,Medium,3,4.0,Phone
TKT000557,CUST00710,2024-11-19,Cancellation,Low,3,4.0,Email
TKT000558,CUST00711,2026-04-13,Plan Change,Medium,5,3.0,Phone
TKT000559,CUST00712,2026-06-18,Other,Medium,1,5.0,Email
TKT000560,CUST00717,2025-12-12,Technical,High,1,2.0,Phone
TKT000561,CUST00718,2026-04-08,Other,Low,4,4.0,Email
TKT000562,CUST00721,2026-02-21,Plan Change,Low,4,3.0,Chat
TKT000563,CUST00721,2026-05-03,Cancellation,Low,1,2.0,App
TKT000564,CUST00722,2025-05-17,Plan Change,Low,4,2.0,App
TKT000565,CUST00723,2025-12-19,Cancellation,Low,2,4.0,Email
TKT000566,CUST00723,2025-03-20,Other,High,3,3.0,App
TKT000567,CUST00723,2026-05-23,Plan Change,Medium,1,4.0,App
TKT000568,CUST00723,2025-07-09,Plan Change,Medium,2,3.0,Chat
TKT000569,CUST00726,2025-02-11,Technical,Low,3,4.0,Phone
TKT000570,CUST00727,2025-10-16,Billing,Low,2,3.0,Phone
TKT000571,CUST00728,2026-04-26,Connectivity,Medium,3,3.0,Phone
TKT000572,CUST00729,2025-12-18,Connectivity,Medium,5,4.0,Phone
TKT000573,CUST00729,2026-03-24,Connectivity,Low,5,2.0,Chat
TKT000574,CUST00730,2026-02-19,Technical,Low,2,5.0,Chat
TKT000575,CUST00730,2025-08-30,Connectivity,Medium,4,4.0,App
TKT000576,CUST00733,2026-03-02,Cancellation,Low,2,4.0,App
TKT000577,CUST00733,2026-01-08,Cancellation,Medium,4,3.0,Phone
TKT000578,CUST00734,2025-11-05,Plan Change,Low,7,5.0,Chat
TKT000579,CUST00734,2025-12-20,Connectivity,Medium,3,4.0,Email
TKT000580,CUST00735,2025-08-08,Technical,Medium,4,2.0,Phone
TKT000581,CUST00736,2026-04-25,Billing,Low,5,3.0,Phone
TKT000582,CUST00737,2026-05-21,Other,Medium,2,5.0,Email
TKT000583,CUST00742,2026-02-27,Plan Change,Low,1,4.0,Email
TKT000584,CUST00743,2024-11-15,Plan Change,Medium,2,4.0,Email
TKT000585,CUST00743,2024-06-05,Plan Change,Low,1,3.0,App
TKT000586,CUST00744,2026-03-29,Cancellation,Low,2,2.0,App
TKT000587,CUST00745,2024-10-20,Billing,Low,2,3.0,Chat
TKT000588,CUST00746,2024-10-09,Technical,Medium,5,3.0,Chat
TKT000589,CUST00747,2026-02-14,Technical,Medium,15,3.0,Chat
TKT000590,CUST00747,2025-03-18,Cancellation,Low,2,3.0,Chat
TKT000591,CUST00749,2026-04-20,Cancellation,Medium,3,5.0,App
TKT000592,CUST00751,2026-02-20,Plan Change,Medium,4,4.0,Phone
TKT000593,CUST00752,2026-04-27,Cancellation,Low,2,,Phone
TKT000594,CUST00752,2026-04-19,Billing,High,6,3.0,Phone
TKT000595,CUST00753,2025-10-26,Other,Low,6,4.0,Email
TKT000596,CUST00753,2026-06-10,Plan Change,High,7,2.0,App
TKT000597,CUST00756,2025-08-03,Connectivity,Low,12,4.0,Phone
TKT000598,CUST00759,2026-01-12,Cancellation,Low,3,3.0,Chat
TKT000599,CUST00759,2026-01-25,Technical,Medium,2,3.0,Chat
TKT000600,CUST00761,2026-05-22,Connectivity,High,4,3.0,App
TKT000601,CUST00761,2026-04-24,Other,Medium,6,3.0,Phone
TKT000602,CUST00762,2025-08-07,Cancellation,Medium,2,2.0,Chat
TKT000603,CUST00762,2026-02-07,Connectivity,Low,4,3.0,Phone
TKT000604,CUST00762,2025-12-16,Cancellation,Low,6,3.0,Email
TKT000605,CUST00763,2025-12-07,Technical,Low,2,5.0,Chat
TKT000606,CUST00764,2026-05-22,Technical,Medium,1,4.0,App
TKT000607,CUST00771,2025-10-10,Other,Low,2,4.0,Email
TKT000608,CUST00773,2025-06-19,Technical,Medium,3,4.0,Phone
TKT000609,CUST00774,2025-12-30,Other,Medium,3,3.0,Chat
TKT000610,CUST00774,2026-03-31,Cancellation,Medium,5,3.0,App
TKT000611,CUST00776,2025-05-08,Billing,Low,4,4.0,Chat
TKT000612,CUST00776,2025-04-07,Other,Low,8,4.0,Phone
TKT000613,CUST00777,2025-08-30,Plan Change,Low,2,4.0,Phone
TKT000614,CUST00777,2026-01-30,Other,Medium,2,4.0,Email
TKT000615,CUST00778,2025-10-06,Cancellation,Low,3,3.0,App
TKT000616,CUST00781,2026-02-09,Technical,Low,5,4.0,Phone
TKT000617,CUST00783,2025-10-13,Billing,Low,2,3.0,Chat
TKT000618,CUST00787,2026-04-23,Connectivity,Low,2,3.0,Chat
TKT000619,CUST00788,2026-04-13,Billing,Low,6,3.0,Email
TKT000620,CUST00789,2026-01-22,Technical,Low,5,2.0,App
TKT000621,CUST00789,2026-05-01,Billing,Low,6,4.0,Phone
TKT000622,CUST00790,2026-03-23,Technical,Low,4,3.0,Email
TKT000623,CUST00791,2026-05-06,Billing,Medium,3,3.0,Chat
TKT000624,CUST00793,2025-11-12,Other,Low,3,5.0,App
TKT000625,CUST00793,2026-03-08,Cancellation,High,2,3.0,Phone
TKT000626,CUST00798,2025-08-01,Billing,Low,3,3.0,Email
TKT000627,CUST00799,2025-03-14,Cancellation,Medium,3,3.0,App
TKT000628,CUST00800,2024-11-13,Technical,Medium,2,4.0,Phone
TKT000629,CUST00800,2026-04-01,Other,Low,9,5.0,App
TKT000630,CUST00801,2025-05-08,Connectivity,Low,4,3.0,App
TKT000631,CUST00801,2025-09-29,Billing,High,11,4.0,App
TKT000632,CUST00802,2026-05-23,Technical,Low,1,4.0,App
TKT000633,CUST00802,2025-04-10,Other,Low,2,4.0,Chat
TKT000634,CUST00803,2025-05-06,Technical,Low,6,4.0,Phone
TKT000635,CUST00803,2025-10-27,Plan Change,Low,3,3.0,App
TKT000636,CUST00803,2026-02-09,Billing,Medium,4,4.0,App
TKT000637,CUST00805,2026-04-06,Plan Change,Medium,5,5.0,Email
TKT000638,CUST00806,2024-12-07,Technical,High,2,3.0,App
TKT000639,CUST00809,2025-12-12,Billing,Medium,7,4.0,Email
TKT000640,CUST00809,2026-01-07,Technical,Low,9,5.0,App
TKT000641,CUST00810,2025-09-05,Billing,Low,8,5.0,Email
TKT000642,CUST00812,2025-12-31,Connectivity,Medium,2,3.0,Phone
TKT000643,CUST00812,2026-05-20,Plan Change,Medium,3,3.0,Chat
TKT000644,CUST00813,2026-03-21,Billing,Low,11,4.0,Email
TKT000645,CUST00814,2025-12-09,Billing,Low,1,4.0,App
TKT000646,CUST00814,2025-04-16,Plan Change,Low,7,4.0,Chat
TKT000647,CUST00816,2025-05-28,Plan Change,Low,1,4.0,Email
TKT000648,CUST00817,2026-02-17,Other,Medium,1,3.0,App
TKT000649,CUST00821,2026-02-15,Billing,Low,5,4.0,App
TKT000650,CUST00822,2025-10-12,Other,Low,5,3.0,Email
TKT000651,CUST00822,2025-12-30,Plan Change,Medium,2,5.0,Chat
TKT000652,CUST00823,2026-02-06,Billing,Low,5,4.0,Phone
TKT000653,CUST00824,2024-11-28,Connectivity,High,2,3.0,Email
TKT000654,CUST00826,2026-05-25,Plan Change,Medium,2,5.0,App
TKT000655,CUST00826,2026-05-06,Billing,Medium,2,3.0,Phone
TKT000656,CUST00827,2026-05-30,Other,Low,7,5.0,Phone
TKT000657,CUST00828,2025-07-05,Billing,Low,5,2.0,Phone
TKT000658,CUST00829,2025-09-21,Billing,Medium,4,5.0,Chat
TKT000659,CUST00832,2025-02-11,Technical,Low,1,4.0,Phone
TKT000660,CUST00836,2026-02-21,Technical,High,1,3.0,Email
TKT000661,CUST00836,2025-03-23,Billing,Medium,2,4.0,App
TKT000662,CUST00836,2025-07-19,Cancellation,Low,7,4.0,App
TKT000663,CUST00836,2026-02-20,Technical,Low,10,4.0,App
TKT000664,CUST00836,2025-12-29,Cancellation,Medium,6,3.0,App
TKT000665,CUST00838,2025-07-16,Other,Low,7,3.0,Chat
TKT000666,CUST00847,2025-01-04,Cancellation,Low,7,4.0,Phone
TKT000667,CUST00852,2026-04-30,Technical,Low,2,2.0,Chat
TKT000668,CUST00853,2026-06-15,Billing,High,3,3.0,Email
TKT000669,CUST00854,2026-05-04,Cancellation,Low,7,4.0,Email
TKT000670,CUST00854,2026-01-23,Connectivity,Medium,18,5.0,App
TKT000671,CUST00857,2025-10-24,Connectivity,Low,9,5.0,App
TKT000672,CUST00859,2025-09-30,Cancellation,Low,4,3.0,App
TKT000673,CUST00859,2025-09-14,Plan Change,High,2,3.0,Phone
TKT000674,CUST00859,2024-12-31,Cancellation,Medium,9,3.0,Chat
TKT000675,CUST00861,2025-09-26,Plan Change,Low,3,5.0,Email
TKT000676,CUST00862,2024-10-16,Technical,High,5,4.0,App
TKT000677,CUST00864,2024-10-03,Other,Low,3,4.0,Chat
TKT000678,CUST00865,2026-06-07,Technical,Low,7,3.0,Phone
TKT000679,CUST00866,2025-04-16,Connectivity,Low,3,5.0,App
TKT000680,CUST00866,2025-05-23,Billing,Medium,3,3.0,Email
TKT000681,CUST00867,2025-08-05,Billing,Medium,4,4.0,Chat
TKT000682,CUST00868,2025-05-30,Technical,Low,3,5.0,Chat
TKT000683,CUST00869,2026-05-17,Other,Low,5,3.0,Phone
TKT000684,CUST00869,2026-01-10,Billing,Low,10,4.0,Email
TKT000685,CUST00869,2026-06-20,Connectivity,Low,2,4.0,Email
TKT000686,CUST00870,2026-04-09,Cancellation,Medium,20,4.0,Phone
TKT000687,CUST00871,2025-12-27,Connectivity,Low,4,2.0,Email
TKT000688,CUST00871,2026-02-10,Technical,Low,3,5.0,App
TKT000689,CUST00873,2026-05-28,Plan Change,Low,2,5.0,App
TKT000690,CUST00873,2025-09-01,Other,Low,2,4.0,App
TKT000691,CUST00873,2025-05-05,Plan Change,Low,2,4.0,App
TKT000692,CUST00881,2025-06-21,Other,Medium,2,4.0,Email
TKT000693,CUST00887,2026-01-26,Connectivity,Low,5,5.0,Email
TKT000694,CUST00888,2025-07-07,Other,Medium,5,3.0,Email
TKT000695,CUST00889,2026-06-07,Cancellation,Low,6,5.0,App
TKT000696,CUST00890,2024-11-26,Plan Change,Low,3,3.0,Email
TKT000697,CUST00892,2025-08-10,Cancellation,Low,4,5.0,Phone
TKT000698,CUST00892,2025-11-11,Plan Change,Medium,5,4.0,Phone
TKT000699,CUST00892,2026-05-28,Plan Change,Low,3,5.0,App
TKT000700,CUST00892,2025-12-03,Connectivity,Low,5,3.0,App
TKT000701,CUST00892,2025-11-16,Billing,Medium,2,4.0,Phone
TKT000702,CUST00896,2025-06-11,Connectivity,Low,3,5.0,App
TKT000703,CUST00897,2026-04-19,Cancellation,Low,1,4.0,Phone
TKT000704,CUST00899,2025-04-06,Connectivity,High,11,4.0,Chat
TKT000705,CUST00900,2025-09-25,Plan Change,Medium,4,5.0,Phone
TKT000706,CUST00901,2026-06-15,Plan Change,Medium,2,3.0,Phone
TKT000707,CUST00903,2026-03-02,Connectivity,Low,14,3.0,App
TKT000708,CUST00904,2026-06-07,Plan Change,Low,2,3.0,Chat
TKT000709,CUST00904,2026-01-13,Billing,Low,1,4.0,Phone
TKT000710,CUST00905,2026-05-06,Other,Medium,3,4.0,App
TKT000711,CUST00909,2025-06-28,Cancellation,Low,3,4.0,Chat
TKT000712,CUST00913,2025-03-18,Cancellation,Low,3,4.0,Email
TKT000713,CUST00913,2025-03-17,Connectivity,Medium,2,2.0,Chat
TKT000714,CUST00913,2026-01-01,Other,Low,2,3.0,Phone
TKT000715,CUST00914,2026-03-04,Billing,Medium,2,3.0,Email
TKT000716,CUST00918,2025-06-26,Plan Change,Medium,2,5.0,App
TKT000717,CUST00919,2026-05-26,Technical,High,2,4.0,Chat
TKT000718,CUST00921,2025-12-13,Connectivity,Medium,3,5.0,App
TKT000719,CUST00923,2026-06-19,Billing,Low,1,4.0,Chat
TKT000720,CUST00923,2026-05-06,Other,Medium,3,4.0,Phone
TKT000721,CUST00926,2026-03-20,Connectivity,Medium,6,4.0,Email
TKT000722,CUST00933,2025-06-13,Plan Change,Low,3,4.0,Chat
TKT000723,CUST00936,2024-04-12,Connectivity,Low,3,3.0,Chat
TKT000724,CUST00936,2026-01-28,Connectivity,Low,3,4.0,Phone
TKT000725,CUST00941,2026-06-18,Other,High,2,3.0,App
TKT000726,CUST00942,2024-11-12,Plan Change,Medium,3,4.0,App
TKT000727,CUST00943,2025-01-22,Cancellation,Medium,1,3.0,Phone
TKT000728,CUST00943,2025-07-12,Cancellation,Low,10,5.0,Chat
TKT000729,CUST00943,2025-07-11,Technical,Low,1,4.0,App
TKT000730,CUST00945,2026-04-30,Cancellation,Low,3,5.0,App
TKT000731,CUST00945,2026-04-07,Connectivity,Low,4,3.0,Phone
TKT000732,CUST00947,2025-12-01,Cancellation,Medium,4,4.0,App
TKT000733,CUST00947,2024-12-06,Technical,Low,3,5.0,App
TKT000734,CUST00947,2026-02-19,Plan Change,Medium,3,4.0,App
TKT000735,CUST00948,2025-05-27,Cancellation,Low,2,4.0,Chat
TKT000736,CUST00949,2026-04-06,Technical,High,1,4.0,Phone
TKT000737,CUST00949,2026-04-28,Plan Change,Low,4,4.0,Chat
TKT000738,CUST00949,2026-06-10,Cancellation,Medium,2,5.0,Phone
TKT000739,CUST00950,2024-09-15,Cancellation,Medium,4,5.0,Phone
TKT000740,CUST00952,2025-04-17,Billing,Medium,1,3.0,App
TKT000741,CUST00954,2025-07-16,Technical,Low,1,3.0,Email
TKT000742,CUST00955,2026-02-04,Connectivity,Medium,3,4.0,Chat
TKT000743,CUST00956,2025-08-05,Plan Change,Low,3,3.0,App
TKT000744,CUST00960,2025-09-14,Technical,Medium,6,3.0,Chat
TKT000745,CUST00960,2026-04-24,Billing,Medium,2,4.0,Phone
TKT000746,CUST00964,2026-06-14,Technical,Low,1,3.0,App
TKT000747,CUST00964,2026-01-15,Cancellation,Medium,4,3.0,Chat
TKT000748,CUST00964,2025-12-13,Connectivity,Low,9,3.0,Phone
TKT000749,CUST00965,2026-02-15,Cancellation,Medium,10,4.0,Chat
TKT000750,CUST00966,2026-02-03,Technical,Low,3,4.0,Phone
TKT000751,CUST00968,2025-07-28,Other,Medium,2,5.0,Phone
TKT000752,CUST00969,2026-05-19,Plan Change,Low,4,4.0,Email
TKT000753,CUST00970,2026-05-29,Other,Medium,5,4.0,Chat
TKT000754,CUST00972,2026-05-21,Technical,Medium,10,3.0,Phone
TKT000755,CUST00972,2026-05-24,Technical,Medium,6,4.0,Phone
TKT000756,CUST00973,2026-02-01,Technical,High,6,3.0,Phone
TKT000757,CUST00973,2026-03-31,Other,High,3,1.0,Email
TKT000758,CUST00975,2025-04-13,Plan Change,Low,3,4.0,App
TKT000759,CUST00975,2025-06-01,Plan Change,Low,1,4.0,Email
TKT000760,CUST00980,2025-06-14,Other,Low,4,3.0,App
TKT000761,CUST00980,2025-10-09,Other,Low,4,5.0,App
TKT000762,CUST00980,2026-02-03,Technical,High,3,3.0,Phone
TKT000763,CUST00981,2025-09-13,Connectivity,Low,5,4.0,Email
TKT000764,CUST00982,2026-03-05,Connectivity,Low,1,4.0,Email
TKT000765,CUST00982,2025-12-03,Technical,Low,2,4.0,App
TKT000766,CUST00983,2026-05-26,Technical,Low,6,4.0,Chat
